herb_en,herb_cn,pinyin,property,compound,"target (Protein,Enzyme,receptor)",pchembl,pubchem_cid,smiles,MW,LogP,TPSA,HBA,HBD,DL TCMSP
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone IIA,ADMET,4.64,164676,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.34,4,45,3,0,0.4
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone IIA,3-hydroxyacyl-CoA dehydrogenase type-2,4.6,164676,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.34,4,45,3,0,0.4
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone IIA,ATP-dependent DNA helicase Q1,4.4,164676,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.34,4,45,3,0,0.4
Smilax glabra,土茯苓,Tu Fu Ling,Neutral,taxifolin,NON-PROTEIN TARGET,5.85,439533,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,304.25,1,127,7,5,0.18
Smilax glabra,土茯苓,Tu Fu Ling,Neutral,taxifolin,Lysine-specific demethylase 4E,4.7,439533,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,304.25,1,127,7,5,0.18
Smilax glabra,土茯苓,Tu Fu Ling,Neutral,taxifolin,NON-PROTEIN TARGET,4.62,439533,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,304.25,1,127,7,5,0.18
Smilax glabra,土茯苓,Tu Fu Ling,Neutral,taxifolin,ATP-dependent DNA helicase Q1,4.55,439533,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,304.25,1,127,7,5,0.18
Smilax glabra,土茯苓,Tu Fu Ling,Neutral,taxifolin,ATP-dependent translocase ABCB1,4.43,439533,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,304.25,1,127,7,5,0.18
Smilax glabra,土茯苓,Tu Fu Ling,Neutral,taxifolin,Human immunodeficiency virus 1,4.35,439533,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,304.25,1,127,7,5,0.18
Smilax glabra,土茯苓,Tu Fu Ling,Neutral,taxifolin,Human immunodeficiency virus 1,4.35,439533,C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,304.25,1,127,7,5,0.18
Corydalis yanhusuo,延胡索,Yan Hu Suo,warm,tetrahydropalmatine,Tissue factor,7.64,10206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.43,2,47,4,0,0.7
Corydalis yanhusuo,延胡索,Yan Hu Suo,warm,tetrahydropalmatine,D(1A) dopamine receptor,6.91,10206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.43,2,47,4,0,0.7
Corydalis yanhusuo,延胡索,Yan Hu Suo,warm,tetrahydropalmatine,D(1A) dopamine receptor,6.82,10206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.43,2,47,4,0,0.7
Corydalis yanhusuo,延胡索,Yan Hu Suo,warm,tetrahydropalmatine,D(1A) dopamine receptor,6.64,10206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.43,2,47,4,0,0.7
Corydalis yanhusuo,延胡索,Yan Hu Suo,warm,tetrahydropalmatine,D(1B) dopamine receptor,6.52,10206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.43,2,47,4,0,0.7
Corydalis yanhusuo,延胡索,Yan Hu Suo,warm,tetrahydropalmatine,D(2) dopamine receptor,6.35,10206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.43,2,47,4,0,0.7
Corydalis yanhusuo,延胡索,Yan Hu Suo,warm,tetrahydropalmatine,D(2) dopamine receptor,5.95,10206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.43,2,47,4,0,0.7
Corydalis yanhusuo,延胡索,Yan Hu Suo,warm,tetrahydropalmatine,D(3) dopamine receptor,5.86,10206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.43,2,47,4,0,0.7
Corydalis yanhusuo,延胡索,Yan Hu Suo,warm,tetrahydropalmatine,D(1A) dopamine receptor,5.79,10206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.43,2,47,4,0,0.7
Corydalis yanhusuo,延胡索,Yan Hu Suo,warm,tetrahydropalmatine,Plasmodium falciparum,4.49,10206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,355.43,2,47,4,0,0.7
Scutellaria baicalensis,黄芩,Huang Qin,Cold,wogonin,RAW264.7,5.97,69482,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,284.267,2.8798,79.9,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,wogonin,Prostaglandin G/H synthase 2,5.97,69482,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,284.267,2.8798,79.9,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,wogonin,GABA-A receptor; anion channel,5.69,69482,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,284.267,2.8798,79.9,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,wogonin,"Nitric oxide synthase, inducible",5.11,69482,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,284.267,2.8798,79.9,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,wogonin,SW480,4.46,69482,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,284.267,2.8798,79.9,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,wogonin,SW1353,4.41,69482,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,284.267,2.8798,79.9,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,wogonin,HT-29,4.4,69482,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,284.267,2.8798,79.9,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,wogonin,Prostaglandin G/H synthase 2,4.34,69482,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,284.267,2.8798,79.9,5,2,0.3
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,xanthotoxin,HL-60,6.12,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19,2,50,4,0,0.34
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,xanthotoxin,HT-1080,5.82,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19,2,50,4,0,0.34
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,xanthotoxin,HT-1080,5.68,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19,2,50,4,0,0.34
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,xanthotoxin,A-431,5.61,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19,2,50,4,0,0.34
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,xanthotoxin,HeLa,5.5,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19,2,50,4,0,0.34
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,xanthotoxin,HL-60,5.27,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19,2,50,4,0,0.34
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,xanthotoxin,HT-1080,5.11,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19,2,50,4,0,0.34
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,xanthotoxin,HeLa,5,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19,2,50,4,0,0.34
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,xanthotoxin,Panel leukemia (Carcinoma cell lines),4,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19,2,50,4,0,0.34
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
